"Junior" "Senior" "Rule"
"Delphinus_wasii" "Delphinus_delphis" "Rule 2B"
"Dhedacetus_hyaeni" "Indocetus_ramani" "Rule 1B"
"Dhedacetus_hyaeni" "Kharodacetus_sahnii" "Rule 1B"
"Dhedacetus_hyaeni" "Makaracetus_bidens" "Rule 1B"
"Dhedacetus_hyaeni" "Pappocetus_lugardi" "Rule 1B"
"Dhedacetus_hyaeni" "Takracetus_simus" "Rule 1B"
"Dhedacetus_hyaeni" "Togocetus_traversei" "Rule 1B"
"Dhedacetus_hyaeni" "Natchitochia_jonesi" "Rule 2B"
"Dhedacetus_hyaeni" "Peregocetus_pacificus" "Rule 2B"
"Dhedacetus_hyaeni" "Tupelocetus_palmeri" "Rule 2B"
"Dhedacetus_hyaeni" "Maiacetus_inuus" "Rule 2B"
"Dhedacetus_hyaeni" "Aegyptocetus_tarfa" "Rule 2B"
"Dhedacetus_hyaeni" "Eocetus_schweinfurthi" "Rule 2B"
"Dhedacetus_hyaeni" "Gaviacetus_razai" "Rule 2B"
"Dhedacetus_hyaeni" "Qaisracetus_arifi" "Rule 2B"
"Dhedacetus_hyaeni" "Carolinacetus_gingerichi" "Rule 2B"
"Dhedacetus_hyaeni" "Artiocetus_clavis" "Rule 2B"
"Dhedacetus_hyaeni" "Protocetus_atavus" "Rule 2B"
"Dhedacetus_hyaeni" "Georgiacetus_vogtlensis" "Rule 2B"
"Dorudon_serratus" "Dorudon_atrox" "Rule 2B"
"Eomysticetus_carolinensis" "Eomysticetus_whitmorei" "Rule 2B"
"Eoplatanista_miocaenus" "Eoplatanista_taurinensis" "Rule 1B"
"Eoplatanista_miocaenus" "Eoplatanista_italica" "Rule 2B"
"Eoplatanista_miocaenus" "Eoplatanista_gresalensis" "Rule 2B"
"Eoplatanista_taurinensis" "Eoplatanista_italica" "Rule 2B"
"Eoplatanista_taurinensis" "Eoplatanista_gresalensis" "Rule 2B"
"Eosqualodon_langewieschei" "Eosqualodon_latirostris" "Rule 1B"
"Eschrichtius_akishimaensis" "Eschrichtius_robustus" "Rule 2B"
"Eudelphinus_compressus" "Delphinus_tropicalis" "Rule 2B"
"Eudelphinus_compressus" "Delphinus_capensis" "Rule 2B"
"Eudelphinus_compressus" "Delphinus_delphis" "Rule 2B"
"Ferecetotherium_kelloggi" "Preaulophyseter_gualichensis" "Rule 1B"
"Ferecetotherium_kelloggi" "Albicetus_oxymycterus" "Rule 2B"
"Ferecetotherium_kelloggi" "Livyatan_melvillei" "Rule 2B"
"Ferecetotherium_kelloggi" "Eudelphis_mortezelensis" "Rule 2B"
"Ferecetotherium_kelloggi" "Brygmophyseter_shigensis" "Rule 2B"
"Ferecetotherium_kelloggi" "Zygophyseter_varolai" "Rule 2B"
"Globicephala_etruriae" "Globicephala_uncidens" "Rule 1B"
"Globicephala_etruriae" "Globicephalus_karsteni" "Rule 1B"
"Globicephala_etruriae" "Globicephala_melas" "Rule 2B"
"Globicephala_etruriae" "Globicephala_macrorhynchus" "Rule 2B"
"Globicephala_uncidens" "Globicephalus_karsteni" "Rule 1B"
"Globicephala_uncidens" "Globicephala_melas" "Rule 2B"
"Globicephala_uncidens" "Globicephala_macrorhynchus" "Rule 2B"
"Globicephalus_karsteni" "Globicephala_melas" "Rule 2B"
"Globicephalus_karsteni" "Globicephala_macrorhynchus" "Rule 2B"
"Goniodelphis_hudsoni" "Kwanzacetus_khoisani" "Rule 1B"
"Goniodelphis_hudsoni" "Isthminia_panamensis" "Rule 2B"
"Goniodelphis_hudsoni" "Ischyrorhynchus_vanbenedeni" "Rule 2B"
"Goniodelphis_hudsoni" "Meherrinia_isoni" "Rule 2B"
"Graamocetus_longicollis" "Oedolithax_mira" "Rule 1B"
"Graamocetus_longicollis" "Palaeophocaena_andrussowi" "Rule 1B"
"Graamocetus_longicollis" "Protodelphinus_capellinii" "Rule 1B"
"Graamocetus_longicollis" "Sinanodelphis_izumidaensis" "Rule 1B"
"Hadrodelphis_poseidon" "Hadrodelphis_calvertense" "Rule 2B"
"Hemisyntrachelus_oligodon" "Hemisyntrachelus_cortesii" "Rule 2B"
"Heterocetus_brevifrons" "Heterocetus_guiscardii" "Rule 1B"
